latitude,longitude,acq_datetime,frp,confidence,brightness,satellite,instrument,daynight,facility_id,facility_name,facility_type,power,man_made,industrial,distance_to_industry_km
26.5233,90.5319,2026-09-03 06:40:00,5.37,n,340.13,N21,VIIRS,D,12568540667,Unnamed facility,storage_tank,,storage_tank,,511.09
27.98609,95.93691,2026-09-03 06:40:00,8.26,n,333.62,N21,VIIRS,D,12568540667,Unnamed facility,storage_tank,,storage_tank,,1044.837
27.32438,95.27836,2026-09-03 06:40:00,2.0,n,330.51,N21,VIIRS,D,12568540667,Unnamed facility,storage_tank,,storage_tank,,936.071
7.46132,81.61855,2026-09-03 07:29:00,5.54,n,331.29,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1883.731
7.52379,81.09198,2026-09-03 07:29:00,17.96,l,332.6,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1900.863
7.55572,81.30218,2026-09-03 07:29:00,5.41,n,331.63,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1887.984
7.62007,80.96745,2026-09-03 07:29:00,5.49,n,331.9,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1896.864
7.68068,81.63508,2026-09-03 07:29:00,4.17,n,337.95,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1860.33
7.6815,80.17891,2026-09-03 07:29:00,4.12,n,333.59,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1929.56
7.73792,81.0778,2026-09-03 07:29:00,8.03,n,333.06,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1879.677
7.88585,80.66019,2026-09-03 07:29:00,4.49,n,331.07,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1884.81
7.96085,79.96597,2026-09-03 07:29:00,2.68,n,333.06,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1913.0
8.10204,80.72932,2026-09-03 07:29:00,9.87,n,335.97,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1859.624
8.10524,80.73309,2026-09-03 07:29:00,8.29,n,337.22,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1859.114
8.19926,81.06908,2026-09-03 07:29:00,15.8,n,341.79,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1833.187
8.24832,80.14695,2026-09-03 07:29:00,6.75,n,348.24,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1874.978
8.26462,80.15033,2026-09-03 07:29:00,6.57,n,342.57,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1873.187
8.28586,80.21172,2026-09-03 07:29:00,3.29,n,336.6,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1867.831
8.30271,80.59719,2026-09-03 07:29:00,6.62,n,339.21,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1846.139
8.30449,80.19914,2026-09-03 07:29:00,2.36,n,332.88,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1866.654
8.33746,81.01548,2026-09-03 07:29:00,10.77,n,353.3,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1821.787
8.36755,81.04775,2026-09-03 07:29:00,10.25,n,332.21,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1817.17
8.44509,81.09625,2026-09-03 07:29:00,3.59,n,341.54,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1806.963
7.45927,81.3151,2026-09-03 07:29:00,7.11,n,334.62,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1897.307
7.44981,81.31694,2026-09-03 07:29:00,9.76,n,337.83,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1898.196
6.21886,80.84835,2026-09-03 07:29:00,12.97,n,352.86,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,2045.543
7.44196,81.56097,2026-09-03 07:29:00,10.29,n,340.72,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.228
6.26443,81.08537,2026-09-03 07:29:00,6.89,n,332.67,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,2030.45
7.4489,81.31174,2026-09-03 07:29:00,10.37,n,331.01,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1898.523
6.21936,80.85124,2026-09-03 07:29:00,12.37,h,367.0,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,2045.363
6.8228,81.47654,2026-09-03 07:29:00,4.03,n,337.9,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1955.932
6.92909,81.49213,2026-09-03 07:29:00,3.2,n,334.14,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1944.257
6.93327,81.49461,2026-09-03 07:29:00,5.26,n,334.15,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1943.718
7.0019,81.49043,2026-09-03 07:29:00,7.65,n,331.99,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1936.79
7.09881,81.30836,2026-09-03 07:29:00,6.88,n,338.99,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1934.692
7.13218,80.92467,2026-09-03 07:29:00,7.09,n,338.65,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1948.581
7.13368,80.92213,2026-09-03 07:29:00,13.75,n,344.79,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1948.545
7.13717,80.92435,2026-09-03 07:29:00,8.33,n,332.22,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1948.086
6.8227,81.4789,2026-09-03 07:29:00,4.65,n,340.14,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1955.842
7.21505,81.83522,2026-09-03 07:29:00,3.23,n,341.64,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1900.131
7.14319,81.56036,2026-09-03 07:29:00,3.38,n,331.83,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1919.166
7.40801,81.64283,2026-09-03 07:29:00,3.69,n,337.1,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.204
7.38198,81.81867,2026-09-03 07:29:00,4.29,n,335.02,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1883.447
7.37235,81.60337,2026-09-03 07:29:00,7.97,n,337.78,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1893.593
7.37384,81.60008,2026-09-03 07:29:00,6.02,n,337.83,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1893.581
7.36477,81.10838,2026-09-03 07:29:00,7.86,l,331.17,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1916.365
7.36392,81.54081,2026-09-03 07:29:00,6.1,n,330.09,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1897.17
7.30812,81.85378,2026-09-03 07:29:00,4.9,n,330.62,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1889.669
7.30715,81.8511,2026-09-03 07:29:00,3.47,n,330.92,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1889.881
7.36666,81.54342,2026-09-03 07:29:00,7.58,n,337.55,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1896.774
9.40643,80.27791,2026-09-03 07:31:00,11.41,n,342.51,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1754.068
9.45518,80.50696,2026-09-03 07:31:00,8.3,n,344.57,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1736.621
9.40674,80.45943,2026-09-03 07:31:00,8.78,n,337.9,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1743.984
9.42708,80.41814,2026-09-03 07:31:00,8.81,n,332.15,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1744.262
9.43313,80.38053,2026-09-03 07:31:00,8.46,n,343.61,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1745.749
9.43566,80.38232,2026-09-03 07:31:00,3.98,n,342.04,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1745.402
9.4573,80.46156,2026-09-03 07:31:00,5.33,n,331.23,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1738.906
12.44623,79.14983,2026-09-03 07:31:00,3.06,n,338.77,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1544.841
9.65259,78.06654,2026-09-03 07:31:00,6.03,n,335.92,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1867.408
9.7496,78.01988,2026-09-03 07:31:00,9.94,n,342.77,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1861.835
9.75129,78.01684,2026-09-03 07:31:00,10.6,n,343.09,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1861.889
10.49617,79.46641,2026-09-03 07:31:00,3.94,n,343.03,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1698.647
12.74508,78.65624,2026-09-03 07:31:00,4.03,n,335.06,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1556.057
14.10816,77.59407,2026-09-03 07:31:00,3.39,n,330.93,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1534.698
9.40467,80.27582,2026-09-03 07:31:00,7.92,n,344.59,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1754.357
9.65053,78.06663,2026-09-03 07:31:00,5.67,n,343.52,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1867.588
9.22214,80.69701,2026-09-03 07:31:00,8.65,n,335.77,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1749.373
8.6308,80.4159,2026-09-03 07:31:00,2.74,n,333.51,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1822.873
9.13227,80.27708,2026-09-03 07:31:00,4.0,n,340.2,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1780.928
8.34383,80.22264,2026-09-03 07:31:00,10.95,n,350.25,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1861.516
8.34437,80.22562,2026-09-03 07:31:00,10.95,n,342.36,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1861.305
8.35971,80.2533,2026-09-03 07:31:00,2.35,n,335.5,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1858.321
8.41501,80.3905,2026-09-03 07:31:00,8.63,h,367.0,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1845.618
8.46256,80.36608,2026-09-03 07:31:00,3.73,n,333.5,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1842.18
8.49436,77.96617,2026-09-03 07:31:00,3.34,n,330.46,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1979.52
8.51105,80.40782,2026-09-03 07:31:00,3.29,n,331.08,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1835.175
8.52967,80.84583,2026-09-03 07:31:00,5.39,n,335.62,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1810.81
9.20978,80.65526,2026-09-03 07:31:00,6.78,n,338.21,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1752.817
8.53348,80.84363,2026-09-03 07:31:00,9.06,n,336.45,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1810.538
8.72508,80.47949,2026-09-03 07:31:00,15.27,n,344.74,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1810.169
8.79795,80.4024,2026-09-03 07:31:00,12.78,n,343.66,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1807.045
8.79975,80.40611,2026-09-03 07:31:00,8.46,n,331.81,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1806.669
8.86345,78.08493,2026-09-03 07:31:00,2.28,n,338.14,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1937.953
8.9091,80.35435,2026-09-03 07:31:00,6.05,n,339.55,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1798.652
8.94823,80.79115,2026-09-03 07:31:00,4.58,n,333.54,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1771.689
8.995,78.11643,2026-09-03 07:31:00,3.27,n,341.06,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1923.853
8.58942,80.82306,2026-09-03 07:31:00,6.13,n,334.19,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1805.959
23.78796,85.55418,2026-09-03 07:33:00,2.83,n,332.27,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,326.439
23.78466,85.55476,2026-09-03 07:33:00,2.83,n,332.14,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,326.2
21.16354,72.67133,2026-09-03 07:33:00,5.44,n,338.1,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,1733.574
23.77443,86.36435,2026-09-03 07:33:00,4.56,n,340.16,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,247.495
23.77833,86.3914,2026-09-03 07:33:00,5.61,n,333.93,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,245.094
21.10291,72.64852,2026-09-03 07:33:00,9.08,n,334.62,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,1736.819
22.36557,87.30296,2026-09-03 07:33:00,9.64,n,343.37,N20,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,99.198
23.66255,87.15377,2026-09-03 07:33:00,3.12,n,330.63,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,166.787
27.9844,95.93944,2026-09-03 07:35:00,7.85,n,348.14,N20,VIIRS,D,12568540667,Unnamed facility,storage_tank,,storage_tank,,1044.927
29.90034,70.05103,2026-09-03 07:37:00,2.92,n,335.7,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,2213.067
31.36748,72.16143,2026-09-03 07:37:00,2.41,n,330.66,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,2094.231
31.98055,72.40473,2026-09-03 07:37:00,3.05,n,337.52,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,2113.731
31.98557,72.40307,2026-09-03 07:37:00,2.79,n,331.06,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,2114.245
35.70685,73.66389,2026-09-03 07:37:00,8.0,n,339.6,N20,VIIRS,D,1532937833,Unnamed facility,gasometer,,gasometer,,2322.52
28.80634,71.15429,2026-09-03 07:37:00,11.08,h,367.0,N20,VIIRS,D,775141579,Unnamed facility,works,,works,,2045.082
7.62325,80.96835,2026-09-03 08:16:00,8.76,n,335.3,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1896.498
7.86326,79.96407,2026-09-03 08:16:00,3.04,n,331.68,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1922.74
7.85638,80.04802,2026-09-03 08:16:00,2.72,n,333.4,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1918.99
7.85264,80.04858,2026-09-03 08:16:00,7.95,n,334.57,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1919.331
7.73774,80.84113,2026-09-03 08:16:00,7.68,n,335.96,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1890.936
7.72421,81.08974,2026-09-03 08:16:00,2.74,n,337.96,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1880.515
7.66577,81.45068,2026-09-03 08:16:00,5.64,n,339.69,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1870.006
7.60967,80.6478,2026-09-03 08:16:00,4.39,n,331.72,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1913.258
7.48285,81.36305,2026-09-03 08:16:00,6.87,n,343.72,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1892.736
7.38834,81.06092,2026-09-03 08:16:00,7.7,n,338.64,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1916.134
7.55352,81.30081,2026-09-03 08:16:00,9.55,n,350.83,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.272
7.55303,81.29726,2026-09-03 08:16:00,11.53,n,345.16,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.483
7.52646,81.40805,2026-09-03 08:16:00,5.95,n,335.13,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1886.243
7.86806,81.46723,2026-09-03 08:16:00,7.53,n,342.3,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1848.462
7.46059,81.61513,2026-09-03 08:16:00,5.81,n,339.89,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1883.954
7.44659,81.28069,2026-09-03 08:16:00,5.42,n,333.29,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1900.156
7.44384,81.55708,2026-09-03 08:16:00,9.25,n,352.87,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.203
7.39849,81.65063,2026-09-03 08:16:00,3.54,n,336.81,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1888.855
7.55756,81.30028,2026-09-03 08:16:00,9.55,n,345.11,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1887.881
7.8992,80.0442,2026-09-03 08:16:00,1.93,n,332.09,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1914.951
8.052,81.29865,2026-09-03 08:16:00,5.76,n,343.17,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1837.325
8.04111,80.36721,2026-09-03 08:16:00,4.65,n,335.65,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1884.035
8.3034,80.67529,2026-09-03 08:16:00,7.93,n,336.16,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1842.108
8.30173,80.23722,2026-09-03 08:16:00,6.4,n,335.24,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1864.912
8.29792,80.23779,2026-09-03 08:16:00,8.52,n,338.58,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1865.259
8.26189,80.14746,2026-09-03 08:16:00,9.88,n,337.03,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1873.61
8.25367,80.14391,2026-09-03 08:16:00,3.79,n,331.71,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1874.611
8.24988,80.14448,2026-09-03 08:16:00,3.79,n,330.46,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1874.955
8.19903,81.06994,2026-09-03 08:16:00,19.69,n,352.69,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1833.169
8.18848,80.68414,2026-09-03 08:16:00,4.73,n,335.38,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1853.191
8.15971,81.32464,2026-09-03 08:16:00,6.7,n,337.61,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1825.113
7.97694,80.23997,2026-09-03 08:16:00,3.84,n,340.4,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1896.999
8.15791,80.28943,2026-09-03 08:16:00,1.95,n,332.48,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1876.438
8.15193,80.6235,2026-09-03 08:16:00,7.31,n,337.53,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1859.907
8.14853,81.33372,2026-09-03 08:16:00,8.24,n,336.72,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1825.832
8.14016,80.30169,2026-09-03 08:16:00,5.64,n,338.92,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1877.563
8.13681,80.30009,2026-09-03 08:16:00,4.52,n,339.45,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1877.98
8.10851,80.26566,2026-09-03 08:16:00,6.21,n,335.08,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1882.585
8.05456,80.64538,2026-09-03 08:16:00,5.1,n,333.86,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1868.581
8.04928,81.42581,2026-09-03 08:16:00,9.67,n,339.38,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1831.742
8.04166,80.36526,2026-09-03 08:16:00,6.25,n,337.12,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1884.081
8.04131,81.28174,2026-09-03 08:16:00,4.32,n,338.65,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1839.203
8.153,80.60322,2026-09-03 08:16:00,6.47,n,335.11,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1860.823
7.38729,81.05939,2026-09-03 08:16:00,8.78,n,339.39,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1916.312
6.8188,81.81318,2026-09-03 08:16:00,6.43,n,339.04,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1942.349
7.38393,81.77567,2026-09-03 08:16:00,4.79,n,335.15,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1885.051
7.07992,81.51616,2026-09-03 08:16:00,6.16,n,337.69,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1927.611
7.07902,81.80709,2026-09-03 08:16:00,7.79,n,335.5,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1915.464
7.07427,81.24828,2026-09-03 08:16:00,4.3,n,330.03,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1939.873
7.0714,81.11739,2026-09-03 08:16:00,11.72,n,338.2,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1946.014
7.07129,81.51371,2026-09-03 08:16:00,3.01,n,335.23,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1928.609
7.07054,81.11572,2026-09-03 08:16:00,8.72,n,338.27,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1946.178
7.04438,81.46957,2026-09-03 08:16:00,4.56,n,337.2,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1933.29
6.99152,81.596,2026-09-03 08:16:00,5.38,n,342.93,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1933.375
6.82495,81.47689,2026-09-03 08:16:00,3.11,n,340.18,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1955.694
8.30373,80.67332,2026-09-03 08:16:00,3.46,n,338.45,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1842.174
6.79974,81.47322,2026-09-03 08:16:00,6.41,n,339.7,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1958.463
6.79854,81.47297,2026-09-03 08:16:00,6.69,n,337.44,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1958.598
6.7477,81.52042,2026-09-03 08:16:00,13.48,n,347.23,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1961.863
6.74365,81.52097,2026-09-03 08:16:00,13.48,n,346.74,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1962.26
6.66724,80.90286,2026-09-03 08:16:00,8.62,n,333.59,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1997.12
8.34712,81.14988,2026-09-03 08:16:00,7.74,n,345.83,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1814.301
6.58789,81.0489,2026-09-03 08:16:00,8.7,n,345.94,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1998.733
6.37186,81.13629,2026-09-03 08:16:00,13.79,n,335.24,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,2017.16
6.30033,80.96992,2026-09-03 08:16:00,3.65,n,332.42,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,2031.794
7.11715,81.66013,2026-09-03 08:16:00,3.05,n,336.34,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1917.629
7.12232,81.66699,2026-09-03 08:16:00,4.78,n,339.79,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1916.803
7.13533,80.92245,2026-09-03 08:16:00,15.3,n,338.84,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1948.362
7.13598,80.92695,2026-09-03 08:16:00,12.17,n,345.51,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1948.088
7.37362,81.18336,2026-09-03 08:16:00,25.05,h,367.0,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1912.041
7.36681,81.07967,2026-09-03 08:16:00,7.25,n,335.93,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1917.472
7.35865,81.19258,2026-09-03 08:16:00,11.3,n,347.12,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1913.158
7.35566,81.2002,2026-09-03 08:16:00,10.86,n,341.69,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1913.12
7.34618,81.19084,2026-09-03 08:16:00,8.8,n,346.82,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1914.515
7.34219,81.19138,2026-09-03 08:16:00,6.82,l,337.22,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1914.9
7.301,81.23346,2026-09-03 08:16:00,3.8,n,332.7,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1917.229
7.30049,81.22999,2026-09-03 08:16:00,3.8,n,336.47,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1917.437
7.30011,81.12302,2026-09-03 08:16:00,5.34,n,351.18,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1922.316
7.38626,81.77528,2026-09-03 08:16:00,5.8,n,346.98,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1884.825
7.30001,81.15145,2026-09-03 08:16:00,10.09,n,341.73,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1921.034
7.29364,81.76534,2026-09-03 08:16:00,3.71,n,337.04,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1894.868
7.29186,81.17072,2026-09-03 08:16:00,3.75,l,331.1,N21,VIIRS,D,9869619338,Unnamed facility,storage_tank,,storage_tank,,1920.996
